idade,genero,etnia,pcd,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
33,0,0,0,12,5,3,1,1,5,2,7
29,1,0,0,24,5,7,1,0,6,2,5
54,0,0,0,24,5,0,3,0,3,1,1
38,0,0,0,24,5,7,4,0,0,0,4
30,0,3,0,24,5,1,2,0,2,1,2
27,0,0,0,24,6,0,3,0,7,0,1
30,0,0,0,24,4,2,2,0,8,0,1
27,0,0,0,23,5,0,1,0,1,2,1
41,0,0,0,4,6,2,0,0,4,1,4
31,0,1,0,18,4,2,0,0,7,1,0
40,0,1,0,12,5,0,6,0,2,1,4
38,1,3,0,24,5,0,6,0,2,3,7
30,1,0,0,6,5,1,6,0,3,1,1
21,0,1,0,16,5,8,1,0,1,1,6
22,0,2,0,24,5,0,5,6,11,0,3
31,0,0,0,8,6,0,1,0,6,1,4
26,0,0,0,15,4,2,2,0,7,0,1
34,0,0,0,20,4,1,0,1,11,1,0
40,0,1,0,7,5,0,3,0,2,2,1
30,0,0,0,24,4,0,4,0,2,2,4
28,1,0,0,24,4,0,1,0,3,0,1
30,0,1,0,12,5,1,0,2,3,1,3
30,0,0,0,17,6,0,1,0,3,1,3
25,0,0,0,24,4,2,0,0,6,1,2
23,0,1,0,13,6,0,0,0,3,2,4
27,0,0,0,17,5,2,0,0,7,1,4
33,0,0,0,24,4,2,1,0,5,1,3
25,1,0,0,12,4,2,1,0,10,0,1
22,0,0,0,12,4,8,0,0,12,0,0
28,0,0,0,24,6,0,4,0,2,3,4
28,1,0,0,24,4,3,1,6,4,0,7
40,0,1,0,5,4,0,6,0,12,2,4
24,0,0,0,15,4,3,1,1,4,0,1
26,0,3,0,24,5,0,6,0,11,0,4
43,0,0,0,24,5,2,1,0,4,1,2
24,1,0,0,23,4,2,1,0,4,1,2
29,1,1,0,23,4,2,2,1,3,3,10
26,1,0,0,24,5,3,1,0,6,1,4
54,1,0,0,24,5,1,4,0,3,0,7
25,1,1,0,25,4,0,1,0,0,0,1
42,0,3,0,15,5,1,1,0,2,1,0
23,0,2,0,4,4,0,1,0,6,1,0
33,0,0,0,12,5,4,2,2,5,1,9
30,1,0,0,24,4,2,1,0,9,0,7
33,0,0,0,24,4,0,3,0,1,1,3
41,1,1,0,13,4,0,1,0,0,0,1
28,1,1,0,5,5,3,1,0,3,2,4
25,0,0,0,24,4,3,1,0,2,3,4
25,0,2,0,18,4,0,0,0,4,3,4
22,0,0,0,24,4,3,0,0,0,3,1
36,1,1,0,12,5,3,0,0,5,0,10
26,0,3,0,24,4,2,0,0,3,3,1
34,0,0,0,17,5,0,4,0,4,2,4
31,0,3,0,16,4,3,1,0,1,2,6
33,1,1,0,12,4,3,1,0,4,1,5
44,0,0,0,24,5,6,4,0,1,3,0
25,0,0,0,24,5,2,0,0,1,0,10
24,0,0,0,18,5,0,0,0,2,0,7
32,1,0,0,24,4,8,1,0,4,0,3
32,0,3,0,24,4,2,2,0,11,3,1
34,0,1,0,24,6,8,4,0,4,1,0
29,1,1,0,13,4,1,1,0,2,1,0
36,0,0,0,15,5,0,6,0,8,1,1
24,0,1,0,24,4,0,1,0,2,3,5
26,0,1,0,7,5,0,1,8,3,1,1
27,0,0,0,24,4,2,1,0,6,0,3
31,0,0,0,1,6,0,6,0,9,0,2
39,0,1,0,24,5,2,0,0,2,2,4
27,0,0,0,19,4,2,1,0,5,1,7
32,0,0,0,24,6,6,2,0,2,0,0
24,0,0,0,20,4,3,1,1,3,3,1
42,1,1,0,18,5,3,6,0,4,2,6
29,0,1,0,4,4,2,1,0,2,1,1
30,0,0,0,15,5,2,0,0,4,0,2
39,0,0,0,24,6,5,6,0,6,1,10
28,0,1,0,24,4,0,4,0,5,1,1
51,0,0,0,23,5,0,2,1,7,1,3
27,0,0,0,10,4,0,1,0,2,0,4
27,0,1,0,24,4,2,2,0,1,0,4
22,0,1,0,12,5,0,1,0,8,0,0
28,0,0,0,18,5,2,1,0,12,0,1
25,0,1,0,12,6,0,0,5,3,2,3
28,0,0,0,23,4,2,1,0,1,2,7
22,0,0,0,24,5,2,1,0,6,0,4
29,0,2,0,15,6,3,0,0,10,0,6
29,0,0,0,24,5,0,2,0,4,0,6
32,0,0,0,18,4,8,3,0,2,3,1
31,1,3,0,24,5,3,1,0,2,2,4
24,0,1,0,5,5,2,4,0,2,0,1
23,0,0,0,24,5,0,5,1,3,2,2
28,0,0,0,5,5,3,2,0,6,1,1
37,0,3,0,24,5,0,6,2,5,1,3
28,0,1,0,7,4,3,1,0,3,3,4
20,0,1,0,9,5,2,1,0,0,0,0
24,1,0,0,12,4,3,1,0,2,0,6
34,1,0,0,24,5,1,3,0,2,1,0
36,0,2,0,24,4,0,6,0,4,1,2
38,0,3,0,24,4,1,6,1,6,1,0
47,1,0,0,20,5,0,4,0,1,2,7
26,0,0,0,24,4,2,1,0,4,1,4
43,0,0,0,24,5,3,1,0,14,0,2
34,1,1,0,24,5,0,6,0,2,2,1
27,0,1,0,4,5,0,3,0,0,0,3
25,0,0,0,24,4,2,0,0,8,0,0
25,1,1,0,23,4,3,1,0,4,0,1
21,0,0,0,24,4,0,4,0,5,0,1
28,1,1,0,25,6,2,0,0,0,2,4
37,0,1,0,13,5,3,2,0,2,1,4
31,0,1,0,15,5,0,4,0,5,2,3
27,0,3,0,4,4,0,1,0,1,0,7
48,0,0,0,20,4,0,1,6,4,1,4
37,0,0,0,24,5,3,6,0,3,1,4
27,0,2,0,24,4,0,3,0,7,1,6
27,1,0,0,12,4,2,0,0,11,2,1
34,0,0,0,20,5,1,3,1,3,0,1
22,0,0,0,24,4,3,1,0,7,0,4
28,0,1,0,1,5,3,1,0,7,0,10
27,1,0,0,24,5,2,0,0,2,2,4
28,0,0,0,20,5,0,3,0,1,1,6
38,1,2,0,12,5,4,1,0,1,3,6
27,1,3,0,24,6,2,1,1,8,0,2
50,0,0,0,15,5,0,6,0,13,2,3
28,0,0,0,15,5,0,1,0,2,2,6
26,1,0,0,24,4,4,1,0,4,1,4
45,0,2,0,16,6,0,6,0,2,0,4
37,0,1,0,12,6,0,0,0,1,0,10
32,0,0,0,24,4,0,0,0,1,0,8
28,1,0,0,24,4,0,2,0,5,2,2
27,0,3,0,4,5,0,0,0,2,2,4
26,1,0,0,20,4,2,1,0,4,1,0
26,0,1,0,12,5,0,3,0,2,0,4
33,1,1,0,24,5,5,3,0,5,1,4
27,0,0,0,12,4,0,0,0,7,0,4
24,0,0,0,24,4,0,1,0,11,3,0
29,1,0,0,24,5,2,6,0,9,0,0
29,0,0,0,8,4,2,0,1,4,1,0
32,1,0,0,18,4,1,1,0,6,2,3
27,0,1,0,24,4,0,1,0,4,1,3
38,0,1,0,12,5,8,0,2,1,1,6
24,0,0,0,7,4,3,1,0,10,0,1
22,0,0,0,23,5,0,4,0,11,2,4
27,1,0,0,16,6,2,0,0,4,0,3
37,0,0,0,20,5,2,0,0,7,2,10
25,0,0,0,3,6,0,1,0,4,2,3
29,0,0,0,12,5,2,0,0,4,1,3
23,0,0,0,24,5,1,3,0,7,2,0
34,0,0,0,12,5,0,4,0,10,0,4
39,0,1,0,4,5,0,1,0,6,1,2
29,0,0,0,24,5,2,2,0,6,1,8
33,0,0,0,18,6,3,3,1,3,1,4
36,0,0,0,24,4,0,1,0,2,2,3
38,0,0,0,22,5,2,2,0,4,0,0
30,0,0,0,12,4,1,4,0,7,0,1
35,0,0,0,24,6,2,2,0,2,1,4
25,0,0,0,23,4,2,1,0,0,1,1
37,0,0,0,24,5,3,3,1,0,1,0
50,0,2,0,20,5,0,6,0,5,1,3
26,0,0,0,24,4,6,4,0,9,0,0
27,0,0,0,24,5,7,4,0,7,0,7
29,0,0,0,18,5,0,5,0,3,2,1
36,0,1,0,24,5,0,2,0,3,1,7
25,0,0,0,16,4,0,1,0,2,0,5
25,0,1,0,6,5,0,0,0,2,2,1
31,0,0,0,24,4,1,5,0,8,0,0
32,0,0,0,18,5,0,2,1,4,1,2
49,0,1,0,5,6,0,6,0,6,0,8
26,0,0,0,5,4,1,1,0,2,3,0
23,0,1,0,18,5,3,1,0,1,0,0
32,0,1,0,25,6,6,1,0,11,1,0
37,0,0,0,24,5,0,6,0,6,1,2
24,0,0,0,6,4,0,0,0,4,1,5
26,0,0,0,24,4,2,0,0,9,0,0
26,0,0,0,24,5,2,3,0,9,1,0
30,0,0,0,19,6,2,1,0,0,0,0
39,0,0,0,6,6,3,0,0,0,0,4
25,1,0,0,24,4,0,2,0,5,2,2
26,0,0,0,24,4,2,1,0,7,0,3
47,0,1,0,18,5,0,0,0,0,3,3
29,0,0,0,24,5,8,4,0,2,2,1
24,0,0,0,20,4,2,1,0,3,0,0
45,0,2,1,18,4,0,6,0,2,2,1
37,0,0,0,24,6,2,3,0,8,1,10
28,0,0,0,24,4,3,2,0,5,2,10
32,0,1,0,12,6,2,3,0,0,0,0
26,0,1,0,24,5,3,2,0,3,0,1
25,0,0,0,7,4,1,1,0,8,0,1
25,1,1,0,12,5,1,6,0,1,2,7
29,0,0,0,15,4,3,1,0,3,1,5
27,1,0,0,24,4,0,0,0,3,0,3
30,0,0,0,23,4,3,4,0,1,3,4
23,0,1,0,10,5,0,1,0,5,0,4
28,0,0,0,24,4,2,1,0,1,0,1
22,0,0,0,12,5,4,2,2,5,1,9
37,1,1,0,4,6,4,0,1,6,2,0
37,0,1,0,24,4,0,4,0,3,1,6
39,0,0,0,15,5,3,1,0,11,0,0
39,0,0,0,20,5,3,1,1,4,1,4
27,1,2,0,18,5,1,0,0,0,0,1
19,0,0,0,24,5,0,1,0,1,0,2
30,0,0,0,24,5,1,1,0,4,1,1
37,0,0,0,6,6,4,1,0,10,1,5
47,0,0,0,18,5,0,6,1,2,2,4
23,0,1,0,24,4,0,2,0,7,0,2
37,0,0,0,15,4,1,6,0,6,2,2
33,0,2,0,24,4,7,3,0,1,1,10
25,1,0,0,15,5,0,4,5,2,0,5
34,1,0,0,8,5,0,1,0,3,1,5
42,0,1,0,6,6,1,6,0,4,1,3
20,0,0,0,24,5,3,0,0,1,0,4
34,0,0,0,24,5,2,1,0,4,1,2
38,0,0,0,20,5,0,6,0,4,1,4
24,0,1,0,7,4,3,0,0,12,0,1
28,0,1,0,20,4,3,1,0,2,1,10
39,0,0,0,24,4,7,6,1,6,2,3
21,1,0,0,20,5,1,1,0,0,2,4
26,0,2,0,23,5,0,6,0,1,2,4
40,0,0,0,15,5,3,6,0,4,2,4
30,0,1,0,24,4,0,1,0,4,0,1
28,0,1,0,19,4,2,1,0,2,3,4
26,0,0,0,24,4,1,5,0,4,1,0
24,0,0,0,4,5,0,1,0,2,0,0
23,0,0,0,18,4,2,1,0,5,1,5
32,0,1,0,24,4,0,4,0,11,2,7
27,1,0,0,24,4,8,1,0,9,0,1
27,1,0,0,24,4,0,1,1,2,0,1
28,0,1,0,3,5,1,1,0,11,0,4
25,0,0,0,24,4,1,2,0,5,1,5
28,0,1,0,16,6,0,4,0,3,2,3
24,0,1,0,18,5,1,3,0,4,2,2
21,0,0,0,24,4,0,0,0,1,2,4
28,1,0,0,6,4,2,1,0,9,3,5
31,0,0,0,20,5,0,4,0,2,3,0
39,1,1,0,24,4,0,1,0,6,0,8
37,0,1,0,19,5,0,6,0,4,1,4
23,0,0,0,22,4,8,4,0,1,3,0
29,0,2,0,24,4,1,2,0,6,1,2
27,0,0,0,12,4,2,1,1,0,0,0
39,1,0,0,15,5,3,1,0,3,1,8
18,0,0,0,13,4,7,0,0,1,2,10
39,0,0,0,23,5,0,2,0,4,1,3
44,0,0,0,16,4,3,2,1,3,1,5
26,0,0,0,24,5,0,1,0,3,0,1
38,0,0,0,24,6,0,6,0,7,2,6
24,1,0,0,4,4,1,1,0,11,0,1
20,0,2,0,24,4,1,0,0,4,1,4
33,0,1,0,24,5,1,6,1,6,2,2
24,0,0,0,18,5,0,5,0,0,0,1
39,0,1,0,6,5,3,1,0,11,2,1
24,0,1,0,24,4,3,0,0,2,0,1
44,0,0,0,24,5,0,1,1,7,2,8
28,0,0,0,24,4,2,1,0,7,3,0
31,0,1,0,6,5,8,0,0,5,2,10
24,0,0,0,24,4,3,0,0,5,1,1
27,0,1,0,12,5,2,1,0,4,1,2
32,0,0,0,24,5,0,1,0,4,2,3
24,0,0,0,18,6,1,4,0,8,2,6
30,0,0,0,24,5,3,6,0,0,1,0
28,0,0,0,16,4,2,1,0,6,1,3
32,0,1,0,24,4,0,4,0,13,1,6
29,0,0,0,20,6,1,0,6,8,3,4
39,0,1,0,12,5,0,4,0,0,0,3
28,0,0,0,16,5,3,0,0,2,3,4
34,1,0,0,24,4,3,1,0,5,1,3
33,0,0,0,23,5,2,1,0,7,0,0
28,0,1,0,6,4,2,0,0,6,2,2
26,0,0,0,23,4,0,2,0,6,2,2
35,0,1,0,18,5,0,3,0,1,0,10
28,0,0,0,4,6,8,0,0,9,2,5
28,1,0,0,15,6,2,1,0,1,2,0
27,0,0,0,24,5,0,4,0,3,0,5
24,0,1,0,5,4,2,0,0,11,0,1
33,0,1,0,18,5,2,0,0,6,0,10
31,0,0,0,15,6,0,1,0,2,1,5
46,1,5,0,5,4,3,1,0,3,2,4
27,0,1,0,18,5,2,1,0,4,1,1
31,0,3,0,24,6,2,1,0,10,0,0
36,0,0,0,24,5,1,6,0,4,2,4
39,0,0,0,16,6,0,3,0,5,1,0
30,1,0,0,24,5,3,2,1,4,0,1
50,0,0,0,24,5,1,6,0,4,2,4
20,0,0,0,24,5,0,1,0,4,2,4
27,1,0,0,6,4,3,1,0,4,1,1
32,1,0,0,24,6,1,3,0,5,2,2
41,0,0,0,20,5,0,3,0,3,0,1
34,1,0,0,12,6,0,6,0,7,0,0
39,0,1,0,12,5,0,1,0,4,1,0
30,0,0,0,23,6,0,3,0,11,0,2
29,0,1,0,24,5,2,2,0,1,0,10
28,0,0,0,24,6,0,4,0,12,1,10
22,0,1,0,12,6,2,3,0,1,0,10
39,1,0,0,20,4,8,1,0,0,1,4
35,0,1,0,3,6,2,1,0,0,2,0
27,1,2,0,4,4,2,0,0,2,0,1
26,0,1,0,24,4,3,3,0,2,2,4
31,0,1,0,25,4,2,0,0,5,3,10
48,1,3,0,24,5,0,6,0,6,2,4
38,1,0,0,20,4,3,0,0,2,0,7
28,0,0,0,24,5,0,4,0,11,1,8
29,1,0,0,7,4,0,0,0,2,2,1
28,0,1,0,18,4,2,0,0,0,1,10
47,0,0,0,23,5,0,1,0,2,2,2
31,0,0,0,23,5,0,1,0,2,3,3
24,1,1,0,24,4,2,1,0,2,0,4
37,0,0,0,12,6,0,6,0,8,0,0
26,0,1,0,17,5,2,1,0,2,2,5
37,0,0,0,20,5,0,0,0,2,3,8
26,0,0,0,24,5,2,1,0,4,1,2
30,1,0,0,23,6,2,0,0,15,2,0
24,1,1,0,12,4,0,1,0,4,1,0
26,0,0,0,20,4,2,1,0,3,0,4
35,0,0,0,24,5,3,3,0,2,2,8
32,0,1,0,23,5,0,1,0,6,0,0
25,0,0,0,24,4,2,0,0,2,0,0
29,0,0,0,4,5,3,1,0,8,3,0
27,0,0,0,18,4,2,0,0,4,1,0
24,0,2,0,24,4,1,1,0,9,3,1
25,1,0,0,6,4,1,2,0,4,1,1
26,1,2,0,18,4,5,0,0,5,1,6
31,1,0,0,23,4,2,1,0,4,1,0
39,0,0,0,24,5,1,1,0,4,1,1
35,0,0,0,13,5,0,6,1,4,1,4
24,0,1,0,12,4,2,0,0,2,1,4
32,0,1,0,6,4,0,2,0,1,3,4
32,1,0,0,24,4,0,1,2,3,0,1
27,0,0,0,15,5,3,6,0,2,2,10
26,0,2,0,24,4,2,1,0,9,0,1
32,0,1,0,15,5,1,1,2,4,1,1
26,0,3,0,24,5,0,6,0,4,1,1
31,0,0,0,24,5,7,6,0,4,2,1
32,0,0,0,24,4,2,0,0,11,2,0
29,0,0,0,15,5,2,3,1,2,0,0
34,1,1,0,24,5,3,1,0,3,1,7
29,0,0,0,24,5,2,0,0,4,1,1
39,1,0,0,24,6,4,1,0,5,2,1
40,0,0,0,23,4,0,6,0,2,2,4
34,0,0,0,24,4,3,3,0,9,2,8
32,0,0,0,15,4,4,1,1,7,0,0
24,0,0,0,24,5,1,1,0,4,1,1
30,0,1,0,18,4,1,1,0,10,3,1
26,0,0,0,24,4,2,1,0,3,0,1
40,0,0,0,15,4,0,6,0,0,0,2
29,1,0,0,24,4,2,1,0,11,3,0
34,0,0,0,12,4,3,0,0,7,3,1
30,0,0,0,4,5,4,0,0,5,1,10
42,0,1,0,24,4,0,6,0,4,1,6
28,0,0,0,20,4,2,0,0,11,0,0
22,0,0,0,20,5,0,1,0,8,3,1
21,0,0,0,20,5,2,0,0,0,0,0
25,0,2,0,25,5,1,0,1,0,1,1
26,0,0,0,24,4,2,1,0,5,1,3
36,0,1,0,24,4,0,6,0,3,2,5
27,0,2,0,18,4,3,4,0,3,2,0
32,0,0,0,24,5,0,5,1,3,2,2
26,0,3,0,24,4,0,1,0,11,0,3
47,0,1,0,24,4,0,0,0,2,3,0
42,0,1,0,24,5,0,0,8,8,3,8
32,1,0,0,24,6,0,5,0,12,1,6
32,0,0,0,13,6,0,5,0,1,2,1
27,0,0,0,20,4,2,0,0,2,3,1
25,0,0,0,20,5,4,3,1,5,1,6
35,0,0,0,23,5,2,1,0,8,0,0
28,1,1,0,6,5,3,1,0,2,2,1
35,0,0,0,11,5,3,2,1,1,2,4
25,0,1,0,5,5,3,1,0,0,1,4
28,1,2,0,24,6,2,3,0,11,1,3
31,1,0,0,24,6,2,3,0,11,3,5
46,1,0,0,6,5,3,0,0,11,2,10
35,0,1,0,9,5,6,1,0,5,1,4
27,0,0,0,24,6,2,1,0,4,1,0
30,0,4,0,18,5,1,0,6,4,2,8
29,0,1,0,6,4,0,6,0,4,2,4
34,0,1,0,15,5,3,0,0,2,2,4
33,0,1,0,4,5,0,1,0,4,0,2
27,0,0,0,24,4,2,2,0,4,1,0
25,0,0,0,18,5,0,1,0,4,1,0
35,0,0,0,24,5,0,3,0,3,1,1
37,0,0,0,16,6,0,6,0,8,0,0
25,0,0,0,20,6,5,0,0,11,3,1
26,0,2,1,12,4,3,1,1,1,0,0
28,0,2,0,1,6,2,1,0,1,0,3
51,0,0,0,18,5,3,1,0,6,2,3
33,1,1,0,24,6,4,3,0,11,1,6
28,0,0,0,15,4,1,6,1,8,3,0
30,0,0,0,24,5,8,4,0,10,3,1
26,0,1,0,12,4,2,0,0,0,3,3
48,0,0,0,24,4,0,6,5,1,0,8
36,0,0,0,24,5,0,6,0,4,3,4
25,0,1,0,12,5,7,1,0,1,0,10
30,0,0,0,20,5,7,0,0,4,1,6
25,0,1,0,18,5,8,0,0,3,2,8
30,0,0,0,20,5,7,1,0,11,1,6
45,1,0,0,4,6,1,4,0,1,1,6
29,1,1,0,4,4,2,1,0,5,2,1
38,0,0,0,24,6,3,2,0,4,1,5
27,0,1,0,24,4,2,2,0,5,2,10
24,0,0,0,15,5,2,0,0,5,0,1
39,0,0,0,24,5,8,0,0,7,3,7
37,0,3,0,24,5,0,6,0,0,3,3
26,0,1,0,24,4,2,1,0,10,0,4
31,1,0,0,24,4,6,1,2,5,2,5
29,0,0,0,15,5,0,5,0,5,0,0
48,0,0,0,24,4,0,6,0,7,2,5
34,0,0,0,24,4,3,1,0,4,2,5
25,0,0,0,24,4,2,1,0,2,2,4
35,1,0,0,5,5,3,1,0,2,2,4
31,0,0,0,23,4,8,0,0,2,0,0
27,0,1,0,6,4,2,1,0,7,3,3
28,1,0,0,12,4,2,1,0,6,1,1
26,1,0,0,18,4,2,0,0,11,2,1
28,0,0,0,12,6,2,0,0,4,0,0
34,0,0,0,24,6,1,5,6,11,0,0
52,0,0,0,4,5,4,0,0,4,0,8
38,0,0,0,23,5,0,2,0,4,1,3
30,0,1,0,14,6,4,1,0,4,1,6
41,0,0,0,24,5,3,6,0,3,1,4
24,0,0,0,20,4,0,0,0,0,3,0
32,0,1,0,24,4,0,1,0,4,1,3
25,0,0,0,24,5,1,6,0,2,1,3
23,0,0,0,16,5,0,1,0,7,0,4
34,0,0,0,15,5,0,1,1,2,1,10
32,1,0,0,15,5,2,3,0,8,0,1
42,0,0,0,6,6,8,3,0,6,2,8
24,0,1,0,4,5,2,1,0,4,1,1
39,1,0,0,15,5,1,6,0,4,1,7
25,1,0,0,24,5,3,0,0,10,0,4
25,1,0,0,24,5,5,1,0,3,2,10
33,0,0,0,15,5,0,6,0,4,1,5
34,0,0,0,20,5,0,3,0,0,0,6
36,0,1,0,4,5,0,3,0,0,0,0
40,1,0,0,24,5,7,1,0,6,2,5
27,0,0,1,12,4,2,1,0,4,1,1
27,0,0,0,15,5,0,4,0,2,2,3
29,1,0,0,24,4,0,2,0,5,2,2
30,0,1,0,14,4,0,2,0,4,2,5
42,0,0,0,12,5,0,0,0,1,3,10
23,0,0,0,24,4,0,1,0,0,0,0
27,0,1,0,24,4,0,1,0,2,3,5
30,0,0,0,16,5,0,6,0,3,0,10
28,0,0,0,24,4,2,1,0,4,2,4
30,1,0,0,24,4,3,3,0,7,2,7
20,0,1,0,24,4,0,3,0,2,1,4
29,0,0,0,16,5,2,0,0,1,3,0
29,1,1,0,24,4,2,1,0,11,3,0
33,0,1,0,16,5,0,4,0,4,2,10
33,0,1,0,6,4,8,3,0,2,2,5
23,0,0,0,24,4,1,1,1,8,2,1
26,0,0,0,24,4,6,2,0,5,1,10
28,0,0,0,24,4,0,4,0,2,3,4
25,0,1,0,24,5,2,0,0,12,0,1
42,0,1,0,24,5,0,6,0,3,2,4
30,1,0,0,20,6,2,1,0,11,2,1
39,0,0,0,7,5,0,6,0,2,0,1
37,0,0,0,12,5,0,6,0,2,2,4
44,1,1,0,24,4,7,1,5,9,1,10
26,0,1,0,14,6,0,1,2,5,1,4
26,0,0,0,24,6,0,1,0,0,3,0
43,1,1,0,18,4,0,0,1,2,0,5
36,0,0,0,12,6,0,0,0,4,1,0
36,0,0,0,15,6,0,1,0,2,1,5
29,0,3,0,24,4,1,6,1,2,0,0
33,0,2,0,24,5,2,6,0,3,3,4
44,0,1,0,24,4,0,6,0,1,0,8
30,0,0,0,24,4,2,1,0,4,0,1
26,0,0,0,18,5,0,0,0,6,0,7
18,0,0,0,4,5,0,2,0,5,1,6
32,0,1,0,12,5,8,0,0,8,0,0
28,0,1,0,24,4,2,2,0,11,2,4
24,0,0,0,12,4,2,0,0,3,1,1
29,0,0,0,15,6,3,3,0,5,1,5
44,0,1,0,18,4,0,0,0,10,3,4
42,1,1,0,18,5,8,0,0,3,2,10
33,1,1,0,5,5,3,1,0,2,2,5
31,0,0,0,15,4,0,3,0,6,0,4
27,0,0,0,24,5,2,1,0,0,1,10
29,0,1,0,23,4,2,0,0,1,0,1
24,0,0,0,15,4,3,0,1,2,2,7
37,0,0,0,16,4,5,2,0,4,1,9
47,1,0,0,15,5,5,1,0,6,1,10
19,0,2,0,12,5,0,2,0,5,1,4
22,0,0,0,16,4,3,1,0,1,0,0
31,0,0,0,12,5,0,4,0,0,1,4
35,0,0,0,23,5,0,4,0,11,0,1
31,1,1,0,12,5,3,2,1,2,2,4
22,0,3,0,24,5,0,1,0,11,1,1
35,0,0,0,24,5,1,0,1,8,2,1
27,1,1,0,15,4,6,0,0,4,0,2
47,0,0,0,20,5,0,6,0,2,1,3
43,0,0,0,16,5,0,6,1,3,2,4
25,0,0,0,18,6,0,1,0,6,0,0
30,0,0,0,18,6,2,1,0,2,1,5
34,0,0,0,24,5,7,0,0,6,3,10
22,0,0,0,24,5,0,1,0,6,0,0
29,0,0,0,6,5,2,2,0,1,0,3
31,0,0,0,8,4,3,1,0,2,2,7
28,0,1,0,14,6,2,1,0,0,1,0
27,0,2,0,8,4,0,0,0,4,1,1
43,0,0,0,24,5,0,6,0,6,1,2
23,0,0,0,24,5,0,0,0,5,0,3
39,0,0,0,6,5,1,1,0,9,1,0
39,0,0,0,24,5,0,3,0,3,1,1
31,0,0,0,14,4,2,1,0,6,0,7
31,0,0,0,7,4,3,1,0,7,1,1
40,0,1,0,4,5,1,6,1,3,2,7
25,1,0,0,20,6,0,0,0,0,2,7
29,0,1,0,18,5,0,3,0,7,0,10
45,0,0,0,24,5,0,6,0,2,2,10
35,0,1,0,24,4,0,6,0,4,1,6
25,0,0,0,24,4,2,2,0,4,1,0
34,1,0,0,24,6,4,1,1,1,0,1
21,1,2,0,16,5,5,1,0,11,1,3
43,0,0,0,24,5,3,1,0,2,0,3
46,0,0,0,15,5,0,6,0,2,3,8
32,1,2,0,12,6,0,6,0,3,1,10
26,0,0,0,24,5,0,4,0,5,0,10
31,1,2,0,24,4,3,0,0,2,0,1
50,0,0,0,24,4,3,1,0,7,1,5
18,0,2,1,24,4,8,0,0,2,2,4
38,0,0,0,24,5,0,5,1,3,2,2
28,1,0,0,24,4,0,1,0,4,1,1
28,1,0,0,24,4,0,0,0,3,1,0
46,0,1,0,4,4,3,1,0,3,1,3
24,0,0,0,24,5,0,6,0,4,1,7
31,0,0,0,18,5,1,1,0,4,1,0
31,0,3,0,24,5,3,1,0,2,0,4
32,0,1,0,4,5,0,6,0,3,3,2
34,0,1,0,7,5,3,1,0,3,1,10
38,0,1,0,14,5,1,5,1,5,0,1
50,0,0,0,20,6,1,6,1,5,1,1
38,1,0,0,20,5,7,1,1,4,3,4
36,0,0,0,24,5,3,1,0,9,0,7
27,0,0,0,12,4,0,4,0,4,1,0
50,0,2,0,18,6,0,6,0,2,0,4
27,0,0,0,24,5,7,1,0,6,0,10
25,0,2,0,12,5,0,2,0,5,1,4
37,0,2,0,4,5,6,3,0,4,1,0
29,1,0,0,24,4,1,0,0,11,2,1
31,1,2,0,4,5,0,1,0,2,3,8
28,0,0,0,6,4,1,0,0,1,1,1
35,0,3,0,24,4,3,6,1,0,0,4
27,0,0,0,24,4,2,2,0,5,0,3
28,0,0,0,24,6,8,1,1,2,0,1
23,0,0,0,24,4,3,0,0,7,2,1
24,0,1,0,12,5,1,0,0,2,0,1
27,0,1,0,24,5,1,1,0,12,0,1
28,0,0,0,24,5,0,4,0,0,0,10
38,1,0,0,18,5,3,0,0,11,2,7
36,1,2,0,24,5,8,0,0,2,1,0
30,0,1,0,11,5,0,2,0,2,0,3
26,0,0,0,24,4,7,6,0,4,3,7
34,0,0,0,24,5,0,5,0,5,2,10
23,0,1,0,9,4,2,1,0,2,2,4
39,1,0,0,24,5,2,6,0,6,1,1
40,0,1,0,24,6,0,0,0,3,1,6
32,1,0,0,24,5,7,0,0,15,1,8
25,0,0,0,18,5,3,1,0,6,0,7
39,0,0,0,24,5,2,1,0,4,1,2
34,1,0,0,24,6,6,0,0,4,3,5
26,0,0,0,24,5,2,4,0,4,1,0
33,0,0,0,24,5,3,1,0,2,0,4
24,0,0,0,24,4,0,1,0,3,0,3
36,0,0,0,24,5,2,1,0,1,2,10
26,1,0,0,4,4,5,0,0,5,1,5
42,0,0,0,11,5,7,1,0,10,1,5
27,0,1,0,24,5,0,0,0,2,0,1
25,0,1,0,12,4,0,1,0,4,0,3
26,0,0,0,24,4,0,5,0,0,1,9
25,0,2,0,8,5,3,1,0,8,0,7
25,0,0,0,15,5,3,3,0,3,1,4
28,0,0,0,12,4,2,0,0,4,1,1
34,1,2,0,4,4,8,1,0,10,1,4
26,0,0,0,24,6,6,2,0,6,1,2
41,0,0,0,18,5,5,1,0,8,1,5
22,0,1,0,18,5,0,2,0,3,2,3
36,1,0,0,17,5,4,0,0,6,2,10
25,0,1,0,24,4,0,3,0,2,1,4
36,0,0,0,6,6,6,4,0,2,1,6
27,0,0,0,5,5,2,0,0,9,0,4
37,0,0,0,24,4,0,6,0,3,2,0
29,1,0,0,18,4,0,6,0,5,3,3
24,0,3,0,24,6,2,1,0,10,0,0
